rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
396,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,0.0,1999.0,5.3,1,1,0,5,0,0,0,7,7,0,0,0,17,16,8,66.7,6,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
397,Fallou Cham,None,DF,Hellas Verona,Serie A,0.0,0.0,1.5,0,0,0,4,0,0,0,3,6,0,0,0,2,0,1,0.0,3,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
398,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,0.0,1994.0,5.8,2,0,0,4,0,0,0,6,2,0,0,0,18,9,14,39.1,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
399,Pep Chavarría,ESP,DF,Rayo Vallecano,La Liga,0.0,1998.0,7.2,3,0,0,10,0,0,0,13,4,0,1,0,37,7,6,53.8,12,0,23,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
400,Arthur Chaves,BRA,DF,Hoffenheim,Bundesliga,0.0,2001.0,2.7,1,0,0,5,0,0,0,4,5,0,0,0,10,9,6,60.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
401,Walid Cheddira,MAR,FW,Sassuolo,Serie A,0.0,1998.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,100.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
402,Chema,ESP,MF,Stuttgart,Bundesliga,0.0,2005.0,2.5,0,0,0,3,0,0,0,9,3,0,0,0,17,10,5,66.7,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
403,Samir Chergui,ALG,DF,Paris FC,Ligue 1,0.0,1999.0,5.2,0,0,0,4,0,0,0,2,5,0,0,0,15,7,8,46.7,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
404,Sidiki Cherif,FRA,"FW,MF",Angers,Ligue 1,0.0,2006.0,4.2,1,0,0,5,0,0,0,2,0,0,0,0,15,1,3,25.0,5,1,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
405,Rayan Cherki,FRA,"MF,FW",Manchester City,Premier League,0.0,2003.0,0.8,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0.0,0,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
406,Lucas Chevalier,FRA,GK,Paris S-G,Ligue 1,0.0,2001.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
407,Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,0.0,2005.0,3.1,0,0,0,3,0,0,0,3,4,0,0,0,13,3,2,60.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
408,Federico Chiesa,ITA,"FW,MF",Liverpool,Premier League,0.0,1997.0,0.8,1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
409,Ben Chilwell,ENG,"DF,FW",Strasbourg,Ligue 1,0.0,1996.0,2.5,0,0,0,2,0,0,0,0,3,0,0,0,5,2,3,40.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
410,Joris Chotard,FRA,MF,Brest,Ligue 1,0.0,2001.0,5.2,0,0,0,5,0,0,0,6,8,0,0,0,20,3,2,60.0,2,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
411,Andreas Christensen,DEN,DF,Barcelona,La Liga,0.0,1996.0,3.2,1,0,0,3,0,0,0,2,2,0,0,0,14,12,3,80.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
412,Ryan Christie,SCO,MF,Bournemouth,Premier League,0.0,1995.0,1.7,0,0,0,5,0,0,0,2,2,0,0,0,10,1,1,50.0,6,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
413,Carney Chukwuemeka,ENG,"FW,MF",Dortmund,Bundesliga,0.0,2003.0,1.0,0,0,0,1,0,0,0,1,3,0,0,0,9,0,4,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
414,Samuel Chukwueze,NGA,"FW,MF",Fulham,Premier League,0.0,1999.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
415,Samuel Chukwueze,NGA,FW,Milan,Serie A,0.0,1999.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
416,Víctor Chust,ESP,DF,Elche,La Liga,0.0,2000.0,4.6,2,0,0,5,0,0,0,4,8,0,0,0,20,5,6,45.5,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
417,Alessandro Circati,AUS,DF,Parma,Serie A,0.0,2003.0,6.0,0,0,0,6,0,0,0,6,3,0,0,0,26,22,9,71.0,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
418,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,0.0,1994.0,7.1,2,0,0,7,0,0,0,9,8,0,0,0,50,9,9,50.0,4,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
419,Djaoui Cissé,FRA,MF,Rennes,Ligue 1,0.0,2004.0,2.7,1,0,0,6,0,0,0,0,6,0,0,0,14,1,2,33.3,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
420,Alexis Claude-Maurice,FRA,"FW,MF",Augsburg,Bundesliga,0.0,1998.0,1.9,0,0,0,2,0,0,0,1,0,0,0,0,8,1,2,33.3,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
421,Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,0.0,1992.0,5.3,0,0,0,5,0,0,0,8,8,0,0,0,32,1,5,16.7,4,1,44,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
422,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,0.0,1991.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
423,Saúl Coco,EQG,DF,Torino,Serie A,0.0,1999.0,6.0,0,0,0,11,0,0,0,5,9,1,1,0,10,10,9,52.6,9,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
424,Séamus Coleman,IRL,FW,Everton,Premier League,0.0,1988.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
425,Maxime Colin,FRA,DF,Metz,Ligue 1,0.0,1991.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
426,Nathan Collins,IRL,DF,Brentford,Premier League,0.0,2001.0,7.0,3,0,0,9,0,0,0,9,1,1,1,0,25,10,12,45.5,9,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
427,Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,0.0,2004.0,4.6,1,0,0,5,0,0,0,6,9,0,0,0,10,5,4,55.6,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
428,Michele Collocolo,ITA,MF,Cremonese,Serie A,0.0,1999.0,3.2,1,0,0,2,0,0,0,1,3,0,0,0,11,3,3,50.0,2,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
429,Santiago Colombatto,ARG,MF,Oviedo,La Liga,0.0,1997.0,2.2,0,0,0,3,0,0,0,0,1,0,0,0,8,2,2,50.0,7,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
430,Lorenzo Colombo,ITA,FW,Genoa,Serie A,0.0,2002.0,4.0,0,0,0,12,0,0,0,0,3,0,0,0,5,12,27,30.8,5,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
431,Santi Comesaña,ESP,MF,Villarreal,La Liga,0.0,1996.0,4.3,1,0,0,7,0,0,0,4,4,0,0,0,25,4,10,28.6,3,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
432,Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,0.0,2005.0,2.3,0,0,0,2,0,0,0,4,0,0,1,0,12,3,1,75.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
433,Francisco Conceição,POR,MF,Juventus,Serie A,0.0,2002.0,3.3,0,0,0,3,0,0,0,2,3,0,0,0,13,0,3,0.0,6,0,15,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
434,Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,0.0,1996.0,2.6,1,0,0,3,0,0,0,2,3,0,0,0,3,6,7,46.2,7,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
435,Lewis Cook,ENG,MF,Bournemouth,Premier League,0.0,1997.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
436,Copete,ESP,DF,Valencia,La Liga,0.0,1999.0,3.9,0,0,0,4,0,0,0,1,3,0,0,0,8,6,5,54.5,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
437,Diego Coppola,ITA,DF,Brighton,Premier League,0.0,2003.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
438,Francis Coquelin,FRA,MF,Nantes,Ligue 1,0.0,1991.0,1.7,1,0,0,3,0,0,0,2,2,0,0,0,7,1,1,50.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
439,Derek Cornelius,CAN,DF,Marseille,Ligue 1,0.0,1997.0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
440,Félix Correia,POR,FW,Lille,Ligue 1,0.0,2001.0,5.3,0,0,0,3,0,0,0,7,3,0,0,0,18,2,3,40.0,7,0,23,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
441,Thierry Correia,POR,DF,Valencia,La Liga,0.0,1999.0,1.3,0,0,0,0,0,0,0,1,1,0,0,0,5,2,1,66.7,4,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
442,Coba da Costa,ESP,"MF,FW",Getafe,La Liga,0.0,2002.0,1.5,1,0,0,4,0,0,0,0,3,0,0,0,3,5,1,83.3,2,2,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
443,Danny da Costa,GER,DF,Mainz 05,Bundesliga,0.0,1993.0,6.0,1,0,0,4,0,0,0,8,3,0,0,0,27,9,9,50.0,6,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
444,Samu Costa,POR,MF,Mallorca,La Liga,0.0,2000.0,3.8,1,0,0,8,0,0,0,2,4,0,0,0,18,10,10,50.0,8,2,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
445,David Costas,ESP,DF,Oviedo,La Liga,0.0,1995.0,2.9,0,0,0,2,0,0,0,4,4,0,0,0,5,3,2,60.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
446,Grégoire Coudert,FRA,GK,Brest,Ligue 1,0.0,1999.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
447,Vladimír Coufal,CZE,DF,Hoffenheim,Bundesliga,0.0,1992.0,5.9,1,0,0,5,0,0,0,3,8,0,0,0,27,5,3,62.5,5,0,24,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
448,Abdoul Coulibaly,GER,DF,Werder Bremen,Bundesliga,0.0,2007.0,5.1,0,0,0,2,0,0,0,7,2,0,0,0,13,8,14,36.4,1,1,1,1,2025-2026,stats_misc,2025-10-18 04:36:53.902157
449,Lassana Coulibaly,MLI,MF,Lecce,Serie A,0.0,1996.0,5.7,1,0,0,7,0,0,0,0,3,0,0,0,20,5,4,55.6,8,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
450,Lasso Coulibaly,CIV,"MF,FW",Auxerre,Ligue 1,0.0,2002.0,1.1,0,0,0,4,0,0,0,2,3,0,0,0,12,1,0,100.0,5,2,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
451,Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,0.0,2004.0,1.4,1,0,0,4,0,0,0,1,4,0,0,0,2,2,0,100.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
452,Woyo Coulibaly,MLI,DF,Sassuolo,Serie A,0.0,1999.0,1.6,0,0,0,2,0,0,0,2,3,0,0,0,2,1,1,50.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
453,Marius Courcoul,FRA,MF,Angers,Ligue 1,0.0,2007.0,1.0,0,0,0,1,0,0,0,1,2,0,1,0,4,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
454,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,0.0,1992.0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
455,Yan Couto,BRA,"DF,MF",Dortmund,Bundesliga,0.0,2002.0,4.4,2,0,0,7,0,0,0,2,7,0,0,0,20,0,2,0.0,7,2,19,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
456,Patrice Čović,CRO,"MF,FW",Werder Bremen,Bundesliga,0.0,2007.0,1.5,0,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
457,Nicolas Cozza,FRA,DF,Nantes,Ligue 1,0.0,1999.0,4.9,0,0,0,5,0,0,0,3,3,0,0,0,13,5,3,62.5,6,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
458,Charlie Cresswell,ENG,DF,Toulouse,Ligue 1,0.0,2002.0,7.0,1,0,0,8,0,0,0,5,0,0,0,0,25,31,16,66.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
459,Bryan Cristante,ITA,MF,Roma,Serie A,0.0,1995.0,5.6,1,0,0,7,0,0,0,4,6,0,0,0,32,6,14,30.0,1,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
460,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,0.0,1992.0,5.3,0,0,0,3,0,0,0,2,2,0,1,0,13,3,3,50.0,1,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
461,Juan Cuadrado,COL,"MF,DF",Pisa,Serie A,0.0,1988.0,1.5,1,0,0,2,0,0,0,1,5,0,0,0,8,0,1,0.0,4,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
462,Pau Cubarsí,ESP,DF,Barcelona,La Liga,0.0,2007.0,4.8,0,0,0,5,0,0,0,3,10,0,0,0,14,13,6,68.4,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
463,Cucho,COL,FW,Betis,La Liga,0.0,1999.0,7.6,1,0,0,7,0,0,0,3,5,0,0,0,20,13,17,43.3,10,5,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
464,Marc Cucurella,ESP,DF,Chelsea,Premier League,0.0,1998.0,6.0,2,0,0,9,0,0,0,6,10,0,0,0,24,5,8,38.5,8,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
465,Jorge Cuenca,ESP,DF,Fulham,Premier League,0.0,1999.0,1.0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
466,Josh Cullen,IRL,MF,Burnley,Premier League,0.0,1996.0,6.6,0,0,0,3,0,0,0,10,10,0,0,0,33,5,6,45.5,9,0,4,1,2025-2026,stats_misc,2025-10-18 04:36:53.902157
467,Pablo Cuñat,ESP,GK,Levante,La Liga,0.0,2002.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
468,Jair Cunha,BRA,DF,Nott'ham Forest,Premier League,0.0,2005.0,1.0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
469,Matheus Cunha,BRA,"MF,FW",Manchester Utd,Premier League,0.0,1999.0,3.9,0,0,0,3,0,0,0,2,2,0,0,0,16,2,14,12.5,10,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
470,Patrick Cutrone,ITA,FW,Parma,Serie A,0.0,1998.0,3.9,0,0,0,1,0,0,0,0,0,0,0,0,9,3,7,30.0,5,1,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
471,Lucas Da Cunha,FRA,MF,Como,Serie A,0.0,2001.0,4.4,1,0,0,3,0,0,0,1,2,0,0,0,19,2,3,40.0,4,0,14,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
472,Adam Daghim,DEN,FW,Wolfsburg,Bundesliga,0.0,2005.0,2.0,0,0,0,1,0,0,0,3,4,0,0,0,9,3,0,100.0,3,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
473,Finn Dahmen,GER,GK,Augsburg,Bundesliga,0.0,1998.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
474,Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,0.0,1996.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
475,Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,0.0,2002.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
476,Thijs Dallinga,NED,"FW,MF",Bologna,Serie A,0.0,2000.0,2.1,1,0,0,6,0,0,0,0,0,1,0,0,2,6,6,50.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
477,Diogo Dalot,POR,DF,Manchester Utd,Premier League,0.0,1999.0,3.7,0,0,0,3,0,0,0,3,1,0,0,0,9,3,1,75.0,1,1,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
478,Muhammed Damar,GER,"FW,MF",Hoffenheim,Bundesliga,0.0,2004.0,2.3,0,0,0,2,0,0,0,1,2,0,0,0,11,0,2,0.0,1,1,26,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
479,Mikkel Damsgaard,DEN,MF,Brentford,Premier League,0.0,2000.0,4.6,0,0,0,5,0,0,0,5,6,0,0,0,14,1,9,10.0,6,1,35,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
480,Arnaut Danjuma,NED,"FW,MF",Valencia,La Liga,0.0,1997.0,6.1,0,0,0,9,0,0,0,0,4,0,0,0,13,0,4,0.0,11,3,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
481,Kévin Danois,FRA,MF,Auxerre,Ligue 1,0.0,2004.0,6.8,1,0,0,9,0,0,0,6,11,0,0,0,47,1,7,12.5,2,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
482,Kevin Danso,AUT,DF,Tottenham,Premier League,0.0,1998.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
483,Dante,BRA,DF,Nice,Ligue 1,0.0,1983.0,0.8,0,0,0,1,0,0,0,2,1,0,0,0,3,1,0,100.0,0,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
484,Aiman Dardari,LUX,MF,Augsburg,Bundesliga,0.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
485,Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,0.0,1993.0,7.2,1,0,0,5,0,0,0,6,1,0,0,0,25,2,1,66.7,10,1,39,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
486,Karl Darlow,WAL,GK,Leeds United,Premier League,0.0,1990.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
487,Matteo Darmian,ITA,DF,Inter,Serie A,0.0,1989.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
488,Juan David Cabal,COL,DF,Juventus,Serie A,0.0,2001.0,0.4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
489,Jonathan David,CAN,FW,Juventus,Serie A,0.0,2000.0,2.7,0,0,0,3,0,0,0,0,1,0,0,0,7,3,9,25.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
490,Davinchi,ESP,DF,Getafe,La Liga,0.0,2007.0,4.8,1,0,0,14,0,0,0,3,9,0,0,0,20,6,6,50.0,1,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
491,Keinan Davis,ENG,FW,Udinese,Serie A,0.0,1998.0,4.9,1,0,0,8,0,0,0,0,2,0,0,0,12,15,15,50.0,14,2,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
492,Kevin De Bruyne,BEL,MF,Napoli,Serie A,0.0,1991.0,4.9,1,0,0,3,0,0,0,4,3,0,0,0,18,2,4,33.3,2,1,22,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
493,Mathys De Carvalho,FRA,"MF,FW",Lyon,Ligue 1,0.0,2005.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
494,Maxim De Cuyper,BEL,DF,Brighton,Premier League,0.0,2000.0,3.3,1,0,0,7,0,0,0,2,4,0,0,0,15,1,4,20.0,7,1,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
495,Charles De Ketelaere,BEL,MF,Atalanta,Serie A,0.0,2001.0,3.1,0,0,0,2,0,0,0,1,3,0,0,0,20,4,3,57.1,4,1,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
496,Jeffrey De Lange,NED,GK,Marseille,Ligue 1,0.0,1998.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
497,Manuel De Luca,ITA,FW,Cremonese,Serie A,0.0,1998.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
498,Théo De Percin,MTQ,GK,Auxerre,Ligue 1,0.0,2001.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
499,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,0.0,1988.0,1.5,0,0,0,1,0,0,0,2,0,0,0,0,2,1,1,50.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
500,Thibault De Smet,BEL,DF,Paris FC,Ligue 1,0.0,1998.0,4.1,0,0,0,4,0,0,0,1,0,0,0,0,22,4,2,66.7,6,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
501,Koni De Winter,BEL,DF,Milan,Serie A,0.0,2002.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
502,Alessandro Deiola,ITA,"MF,DF",Cagliari,Serie A,0.0,1995.0,4.8,1,0,0,7,0,0,0,4,8,0,0,0,18,1,3,25.0,5,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
503,Romain Del Castillo,FRA,"FW,MF",Brest,Ligue 1,0.0,1996.0,5.3,0,0,0,11,0,0,0,6,12,0,0,0,29,5,5,50.0,6,2,38,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
504,Enrico Del Prato,ITA,DF,Parma,Serie A,0.0,1999.0,6.0,1,0,0,5,0,0,0,2,4,0,0,0,19,9,5,64.3,2,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
505,Thomas Delaine,FRA,DF,Le Havre,Ligue 1,0.0,1992.0,1.4,0,0,0,2,0,0,0,2,0,0,0,0,5,0,0,0.0,0,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
506,Liam Delap,ENG,FW,Chelsea,Premier League,0.0,2003.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,33.3,1,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
507,Fisayo Dele-Bashiru,NGA,MF,Lazio,Serie A,0.0,2001.0,2.3,0,0,0,1,0,0,0,1,4,0,0,0,9,0,3,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
508,Ali Dembélé,FRA,DF,Torino,Serie A,0.0,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
509,Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,0.0,1997.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,33.3,1,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
510,Jessy Deminguet,FRA,MF,Metz,Ligue 1,0.0,1998.0,3.5,2,0,0,4,0,0,0,6,5,0,0,0,10,0,3,0.0,5,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
511,Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,0.0,1998.0,5.5,1,0,0,16,0,0,0,1,1,1,0,0,9,6,19,24.0,7,4,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
512,Rav van den Berg,NED,DF,Köln,Bundesliga,0.0,2004.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,57.1,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
513,Sepp van den Berg,NED,DF,Brentford,Premier League,0.0,2001.0,7.0,0,0,0,3,0,0,0,4,2,0,0,0,21,23,13,63.9,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
514,Leander Dendoncker,BEL,MF,Oviedo,La Liga,0.0,1995.0,6.9,2,0,0,4,0,0,0,4,13,0,0,0,28,11,10,52.4,1,1,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
515,Daniel Denoon,SUI,DF,Pisa,Serie A,0.0,2004.0,0.9,0,0,0,2,0,0,0,0,2,0,0,0,3,0,2,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
516,Nelson Deossa,COL,MF,Betis,La Liga,0.0,2000.0,0.7,0,0,0,3,0,0,0,0,1,0,0,0,4,0,1,0.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
