rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
1352,Lennon Miller,SCO,MF,Udinese,Serie A,0.0,2006.0,0.6,2,3.27,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1353,James Milner,ENG,MF,Brighton,Premier League,0.0,1986.0,1.6,5,3.17,4,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1354,Veljko Milosavljević,SRB,DF,Bournemouth,Premier League,0.0,2007.0,1.1,2,1.87,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1355,Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,0.0,1996.0,1.0,2,1.96,1,0,0,0,0,2,1.96,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1356,Yerry Mina,COL,DF,Cagliari,Serie A,0.0,1994.0,5.2,3,0.58,1,1,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1357,Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,0.0,1995.0,5.1,8,1.57,7,0,0,1,0,1,0.2,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1358,Tyrone Mings,ENG,DF,Aston Villa,Premier League,0.0,1993.0,5.3,5,0.94,4,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1359,Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,0.0,1999.0,5.0,16,3.19,15,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1360,Yankuba Minteh,GAM,FW,Brighton,Premier League,0.0,2004.0,6.6,24,3.65,14,1,5,2,1,3,0.46,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1361,Bojan Miovski,MKD,FW,Girona,La Liga,0.0,1999.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1362,Rafa Mir,ESP,FW,Elche,La Liga,0.0,1997.0,5.5,5,0.91,3,0,1,0,1,2,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1363,Juan Miranda,ESP,DF,Bologna,Serie A,0.0,2000.0,3.4,11,3.21,5,5,0,1,0,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1364,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,Premier League,0.0,1999.0,7.0,20,2.86,16,1,1,0,1,1,0.14,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1365,Kaoru Mitoma,JPN,FW,Brighton,Premier League,0.0,1997.0,5.6,12,2.13,10,0,2,0,0,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1366,Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,0.0,1997.0,4.9,16,3.27,15,1,0,0,0,2,0.41,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1367,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,0.0,1989.0,4.0,20,4.99,13,2,2,1,1,3,0.75,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1368,Rui Modesto,ANG,"MF,DF",Udinese,Serie A,0.0,1999.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1369,Luka Modrić,CRO,MF,Milan,Serie A,0.0,1985.0,5.7,26,4.56,14,9,0,1,2,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1370,Max Moerstedt,GER,"FW,MF",Hoffenheim,Bundesliga,0.0,2006.0,0.7,1,1.38,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1371,Terem Moffi,NGA,FW,Nice,Ligue 1,0.0,1999.0,3.5,7,1.97,5,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1372,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,0.0,1997.0,5.4,3,0.55,2,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1373,Johan Mojica,COL,DF,Mallorca,La Liga,0.0,1992.0,6.2,12,1.93,10,1,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1374,Enzo Molebe,FRA,FW,Lyon,Ligue 1,0.0,2007.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1375,Alberto Moleiro,ESP,"MF,FW",Villarreal,La Liga,0.0,2003.0,4.1,13,3.16,9,2,2,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1376,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,0.0,1998.0,1.2,8,6.55,8,0,0,0,0,1,0.82,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1377,Jon Moncayola,ESP,"MF,DF",Osasuna,La Liga,0.0,1998.0,7.8,15,1.91,10,5,0,0,0,2,0.26,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1378,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,0.0,1996.0,6.0,2,0.33,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1379,Álvaro Morata,ESP,FW,Como,Serie A,0.0,1992.0,2.5,6,2.4,6,0,0,0,0,1,0.4,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1380,Morato,BRA,DF,Nott'ham Forest,Premier League,0.0,2001.0,3.8,1,0.26,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1381,Afonso Moreira,POR,FW,Lyon,Ligue 1,0.0,2005.0,0.6,1,1.64,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1382,Diego Moreira,BEL,"DF,FW",Strasbourg,Ligue 1,0.0,2004.0,4.9,15,3.05,13,0,2,0,0,2,0.41,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1383,Álex Moreno,ESP,"DF,MF",Girona,La Liga,0.0,1993.0,6.5,8,1.23,5,1,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1384,Gerard Moreno,ESP,FW,Villarreal,La Liga,0.0,1992.0,0.5,7,13.7,6,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1385,Matias Moreno,ARG,DF,Levante,La Liga,0.0,2003.0,3.8,2,0.53,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1386,Tete Morente,ESP,"FW,MF",Lecce,Serie A,0.0,1996.0,4.1,13,3.2,8,2,0,3,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1387,Stefano Moreo,ITA,"FW,MF",Pisa,Serie A,0.0,1993.0,2.6,8,3.08,6,0,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1388,Mateu Morey,ESP,DF,Mallorca,La Liga,0.0,2000.0,4.2,9,2.15,9,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1389,Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,0.0,2003.0,5.0,11,2.19,8,1,0,2,0,2,0.4,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1390,Manu Morlanes,ESP,MF,Mallorca,La Liga,0.0,1999.0,5.0,6,1.21,5,1,0,0,0,1,0.2,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1391,Luca Moro,ITA,FW,Sassuolo,Serie A,0.0,2001.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1392,Nikola Moro,CRO,MF,Bologna,Serie A,0.0,1998.0,3.3,12,3.64,9,2,0,1,0,1,0.3,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1393,Tyler Morton,ENG,MF,Lyon,Ligue 1,0.0,2002.0,5.8,17,2.92,7,9,1,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1394,Daren Mosengo,FRA,MF,Le Havre,Ligue 1,0.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1395,Cristhian Mosquera,ESP,DF,Arsenal,Premier League,0.0,2004.0,2.8,1,0.36,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1396,Daniel Mosquera,COL,FW,Hellas Verona,Serie A,0.0,1999.0,0.5,1,2.05,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1397,Yerson Mosquera,COL,DF,Wolves,Premier League,0.0,2001.0,1.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1398,Mason Mount,ENG,MF,Manchester Utd,Premier League,0.0,1999.0,3.0,9,2.98,8,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1399,Samir El Mourabet,MAR,MF,Strasbourg,Ligue 1,0.0,2005.0,3.8,7,1.83,4,1,0,0,1,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1400,Santiago Mouriño,URU,DF,Villarreal,La Liga,0.0,2002.0,6.8,9,1.31,7,0,0,0,1,1,0.15,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1401,Louis Mouton,FRA,MF,Angers,Ligue 1,0.0,2002.0,3.3,5,1.53,5,0,0,0,0,1,0.31,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1402,Tarik Muharemovic,BIH,DF,Sassuolo,Serie A,0.0,2003.0,6.0,3,0.5,1,0,1,1,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1403,Miro Muheim,SUI,"MF,DF",Hamburger SV,Bundesliga,0.0,1998.0,5.9,16,2.71,12,4,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1404,Ngal'Ayel Mukau,COD,"MF,FW",Lille,Ligue 1,0.0,2004.0,3.4,9,2.63,5,0,1,1,2,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1405,Nordan Mukiele,FRA,MF,Rennes,Ligue 1,0.0,2006.0,0.3,2,6.21,1,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1406,Nordi Mukiele,FRA,DF,Sunderland,Premier League,0.0,1997.0,5.0,9,1.8,3,4,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1407,Marshall Munetsi,ZIM,"FW,MF",Wolves,Premier League,0.0,1996.0,5.8,6,1.04,6,0,0,0,0,2,0.35,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1408,Rodrigo Muniz,BRA,FW,Fulham,Premier League,0.0,2001.0,3.5,2,0.57,1,0,0,0,1,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1409,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,0.0,1997.0,3.1,4,1.3,2,1,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1410,Daniel Muñoz,COL,"DF,MF",Crystal Palace,Premier League,0.0,1996.0,7.0,13,1.86,10,1,0,1,1,2,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1411,Iker Muñoz,ESP,MF,Osasuna,La Liga,0.0,2002.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1412,Javier Muñoz,ESP,"MF,FW",Getafe,La Liga,0.0,1995.0,1.7,1,0.6,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1413,Víctor Muñoz,ESP,"FW,MF",Osasuna,La Liga,0.0,2003.0,5.5,12,2.19,5,0,4,1,2,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1414,Arijanet Muric,KVX,GK,Sassuolo,Serie A,0.0,1998.0,5.0,2,0.4,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1415,Murillo,BRA,DF,Nott'ham Forest,Premier League,0.0,2002.0,3.4,4,1.18,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1416,Vedat Muriqi,KVX,FW,Mallorca,La Liga,0.0,1994.0,6.2,4,0.65,1,0,1,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1417,Jacob Murphy,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1995.0,3.5,14,4.06,10,0,3,1,0,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1418,Yunus Musah,USA,MF,Atalanta,Serie A,0.0,2002.0,0.6,4,7.06,2,0,1,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1419,Yunus Musah,USA,DF,Milan,Serie A,0.0,2002.0,1.0,4,4.0,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1420,Almoatasem Al Musrati,LBY,MF,Hellas Verona,Serie A,0.0,1996.0,0.6,1,1.61,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1421,Cheveyo Muy,None,FW,Milan,Serie A,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1422,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,0.0,1994.0,4.0,1,0.25,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1423,Joel Mvuka,NOR,"DF,MF",Lorient,Ligue 1,0.0,2002.0,2.8,4,1.42,1,0,2,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1424,Junior Mwanga,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2003.0,2.0,6,3.0,3,0,1,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1425,Junior Mwanga,FRA,"MF,DF",Nantes,Ligue 1,0.0,2003.0,3.8,8,2.08,7,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1426,Phillipp Mwene,AUT,"DF,MF",Mainz 05,Bundesliga,0.0,1994.0,5.0,10,2.01,8,1,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1427,Vitaliy Mykolenko,UKR,DF,Everton,Premier League,0.0,1999.0,3.9,4,1.01,3,1,0,0,0,2,0.51,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1428,Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,0.0,1997.0,3.9,12,3.08,11,1,0,0,0,1,0.26,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1429,David Møller Wolfe,NOR,"MF,DF",Wolves,Premier League,0.0,2002.0,1.6,2,1.23,2,0,0,0,0,1,0.62,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1430,Obite N'Dicka,CIV,DF,Roma,Serie A,0.0,1999.0,5.8,4,0.69,3,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1431,Konan N'dri,CIV,"MF,FW",Lecce,Serie A,0.0,2000.0,0.8,5,6.16,1,2,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1432,Bilal Nadir,MAR,"MF,FW",Marseille,Ligue 1,0.0,2003.0,1.9,10,5.14,7,0,0,1,1,5,2.57,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1433,Mahamadou Nagida,CMR,DF,Rennes,Ligue 1,0.0,2005.0,0.8,1,1.2,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1434,Younes Namli,DEN,"MF,FW",Le Havre,Ligue 1,0.0,1994.0,2.1,3,1.42,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1435,Sebastian Nanasi,SWE,MF,Strasbourg,Ligue 1,0.0,2002.0,0.7,1,1.41,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1436,Nikolas Nartey,DEN,"DF,MF",Stuttgart,Bundesliga,0.0,2000.0,0.3,1,3.75,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1437,Natan,BRA,DF,Betis,La Liga,0.0,2001.0,8.0,4,0.5,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1438,Pau Navarro,ESP,DF,Villarreal,La Liga,0.0,2005.0,0.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1439,Roberto Navarro,ESP,"FW,MF",Athletic Club,La Liga,0.0,2002.0,2.7,11,4.02,10,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1440,Corrie Ndaba,IRL,"DF,MF",Lecce,Serie A,0.0,1999.0,0.8,2,2.57,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1441,Michel Ndary Adopo,FRA,MF,Cagliari,Serie A,0.0,2000.0,5.6,12,2.15,10,0,1,1,0,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1442,Iliman Ndiaye,SEN,FW,Everton,Premier League,0.0,2000.0,6.5,20,3.07,15,0,4,0,1,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1443,Rassoul Ndiaye,SEN,MF,Le Havre,Ligue 1,0.0,2001.0,4.7,7,1.5,7,0,0,0,0,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1444,Quentin Ndjantou Mbitcha,FRA,MF,Paris S-G,Ligue 1,0.0,2007.0,1.3,2,1.51,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1445,Cher Ndour,ITA,MF,Fiorentina,Serie A,0.0,2004.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1446,Dan Ndoye,SUI,FW,Nott'ham Forest,Premier League,0.0,2000.0,5.5,8,1.46,6,0,1,1,0,2,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1447,Joseph Nduquidi,FRA,MF,Metz,Ligue 1,0.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1448,Paul Nebel,GER,MF,Mainz 05,Bundesliga,0.0,2002.0,3.7,16,4.38,8,5,0,2,1,1,0.27,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1449,Kosta Nedeljković,SRB,DF,RB Leipzig,Bundesliga,0.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1450,Loïc Nego,HUN,DF,Le Havre,Ligue 1,0.0,1991.0,5.9,14,2.39,11,2,0,1,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1451,Dan Neil,ENG,MF,Sunderland,Premier League,0.0,2001.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1452,Victor Nelsson,DEN,DF,Hellas Verona,Serie A,0.0,1998.0,6.0,2,0.33,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1453,David Neres,BRA,"MF,FW",Napoli,Serie A,0.0,1997.0,1.5,1,0.66,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1454,Martim Neto,POR,MF,Elche,La Liga,0.0,2003.0,3.0,11,3.71,7,0,3,1,0,3,1.01,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1455,Pedro Neto,POR,FW,Chelsea,Premier League,0.0,2000.0,5.6,20,3.54,10,5,2,1,1,2,0.35,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1456,Luca Netz,GER,"DF,MF",Gladbach,Bundesliga,0.0,2003.0,1.8,8,4.36,5,3,0,0,0,2,1.09,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1457,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,0.0,1986.0,6.0,1,0.17,1,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1458,Florian Neuhaus,GER,"MF,FW",Gladbach,Bundesliga,0.0,1997.0,2.0,7,3.42,7,0,0,0,0,2,0.98,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1459,João Neves,POR,MF,Paris S-G,Ligue 1,0.0,2004.0,2.0,4,2.05,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1460,Yvan Neyou,CMR,MF,Getafe,La Liga,0.0,1997.0,0.7,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1461,Cyril Ngonge,BEL,FW,Torino,Serie A,0.0,2000.0,4.5,13,2.9,8,1,1,1,2,1,0.22,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1462,Mikayil Ngor Faye,SEN,DF,Cremonese,Serie A,0.0,2004.0,0.4,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1463,Mikayil Ngor Faye,SEN,DF,Rennes,Ligue 1,0.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1464,Nathan Ngoy,BEL,DF,Lille,Ligue 1,0.0,2003.0,7.0,10,1.43,9,0,0,1,0,1,0.14,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1465,Bernard Nguene,CMR,FW,Nice,Ligue 1,0.0,2006.0,0.4,1,2.31,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1466,Rio Ngumoha,ENG,"FW,MF",Liverpool,Premier League,0.0,2008.0,0.1,1,7.5,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1467,Moussa Niakhate,SEN,DF,Lyon,Ligue 1,0.0,1996.0,7.0,10,1.43,10,0,0,0,0,1,0.14,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1468,Abdoulaye Niakhate Ndiaye,SEN,DF,Parma,Serie A,0.0,2002.0,4.0,3,0.75,1,0,0,0,1,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1469,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,0.0,2002.0,1.9,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1470,Cheikh Niasse,SEN,"MF,DF",Hellas Verona,Serie A,0.0,2000.0,1.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1471,Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,0.0,1997.0,4.8,3,0.63,1,0,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1472,Moritz Nicolas,GER,GK,Gladbach,Bundesliga,0.0,1997.0,6.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1473,Hans Nicolussi Caviglia,ITA,MF,Fiorentina,Serie A,0.0,2000.0,3.2,9,2.84,4,4,0,0,1,1,0.32,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1474,Julian Niehues,GER,MF,Heidenheim,Bundesliga,0.0,2001.0,2.1,2,0.97,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1475,Oliver Nielsen,DEN,DF,Lazio,Serie A,0.0,2003.0,2.1,2,0.96,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1476,Alieu Njie,SWE,FW,Torino,Serie A,0.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1477,Justin Njinmah,GER,FW,Werder Bremen,Bundesliga,0.0,2000.0,4.0,5,1.25,4,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1478,Obed Nkambadio,FRA,GK,Paris FC,Ligue 1,0.0,2003.0,6.0,1,0.17,0,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1479,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,Premier League,0.0,1999.0,0.6,2,3.4,1,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1480,Niels Nkounkou,FRA,"MF,DF",Torino,Serie A,0.0,2000.0,1.1,6,5.57,5,0,1,0,0,2,1.86,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1481,Christopher Nkunku,FRA,FW,Milan,Serie A,0.0,1997.0,0.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1482,Felix Nmecha,GER,MF,Dortmund,Bundesliga,0.0,2000.0,4.2,6,1.44,6,0,0,0,0,2,0.48,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1483,Lukas Nmecha,GER,FW,Leeds United,Premier League,0.0,1998.0,1.7,4,2.38,3,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1484,Arnaud Nordin,FRA,"MF,DF",Mainz 05,Bundesliga,0.0,1998.0,3.6,6,1.65,4,0,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1485,Brooke Norton-Cuffy,ENG,"DF,FW",Genoa,Serie A,0.0,2004.0,6.0,12,2.0,8,0,3,1,0,3,0.5,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1486,Tijjani Noslin,NED,"MF,FW",Lazio,Serie A,0.0,1999.0,0.2,1,4.09,0,0,0,0,1,1,4.09,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1487,Randy Nteka,ANG,FW,Rayo Vallecano,La Liga,0.0,1997.0,0.4,1,2.5,0,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1488,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,0.0,1996.0,6.0,1,0.17,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1489,Matheus Nunes,POR,DF,Manchester City,Premier League,0.0,1998.0,3.7,1,0.27,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1490,Álvaro Núñez,ESP,"DF,FW",Elche,La Liga,0.0,2000.0,7.9,16,2.02,13,3,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1491,Unai Núñez,ESP,DF,Hellas Verona,Serie A,0.0,1997.0,5.9,10,1.69,6,1,0,1,0,0,0.0,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1492,Antonio Nusa,NOR,FW,RB Leipzig,Bundesliga,0.0,2005.0,3.1,13,4.21,6,1,2,3,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1493,Ethan Nwaneri,ENG,MF,Arsenal,Premier League,0.0,2007.0,1.7,4,2.42,3,0,0,1,0,1,0.6,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
