rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,tackle_attempts,tackle_pct,tackles_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_plus_interceptions,clearances,errors,touches_def_third,touches_mid_third,touches_att_third,passes_attempted,aerials_lost,passes_blocks,shot_creating_actions_shot,season,table_type,processed_at
701,Remo Freuler,SUI,MF,Bologna,Serie A,0.0,1992.0,4.9,21,14,0,0,0,0,75.0,0,0,0,5,3,24,1,0,8,10,3,12,3,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
702,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,0.0,1998.0,4.9,10,6,0,0,0,0,87.5,0,0,0,2,5,15,30,1,2,8,0,8,1,7,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
703,Jeremie Frimpong,NED,DF,Liverpool,Premier League,0.0,2000.0,0.9,2,2,0,0,0,0,0.0,0,0,0,4,1,3,4,0,1,1,0,1,1,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
704,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,0.0,1997.0,6.2,7,3,0,0,0,0,28.6,0,0,0,3,2,9,2,0,1,2,4,14,10,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
705,Chris Führich,GER,FW,Stuttgart,Bundesliga,0.0,1998.0,1.8,2,2,0,0,0,0,50.0,0,0,0,0,0,2,1,0,0,2,0,2,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
706,Joel Fujita,JPN,MF,St. Pauli,Bundesliga,0.0,2002.0,5.9,8,4,0,0,0,0,35.7,0,0,0,6,10,18,3,0,2,3,3,14,9,7,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
707,Niclas Füllkrug,GER,FW,West Ham,Premier League,0.0,1993.0,4.2,2,1,0,0,0,0,50.0,0,0,0,0,2,4,5,0,1,1,0,2,1,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
708,Matteo Gabbia,ITA,DF,Milan,Serie A,0.0,1999.0,6.0,2,2,0,0,0,0,0.0,0,0,0,0,2,4,42,0,1,1,0,0,0,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
709,Tiago Gabriel,POR,DF,Lecce,Serie A,0.0,2004.0,5.1,14,7,0,0,0,0,80.0,0,0,0,4,9,23,29,1,12,2,0,10,2,6,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
710,Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,0.0,2000.0,1.8,1,0,0,0,0,0,20.0,0,0,0,0,2,3,1,0,0,1,0,5,4,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
711,Roberto Gagliardini,ITA,MF,Hellas Verona,Serie A,0.0,1994.0,1.5,3,2,0,0,0,0,40.0,0,0,0,0,5,8,5,0,1,1,1,5,3,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
712,Cody Gakpo,NED,FW,Liverpool,Premier League,0.0,1999.0,6.2,6,2,0,0,0,0,44.4,0,0,0,9,5,11,6,0,3,2,1,9,5,10,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
713,Javi Galán,ESP,DF,Atlético Madrid,La Liga,0.0,1994.0,1.5,2,2,0,0,0,0,66.7,0,0,0,3,1,3,5,0,1,1,0,3,1,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
714,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,0.0,1993.0,5.1,15,8,0,0,0,0,71.4,0,0,0,1,2,17,6,0,2,10,3,7,2,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
715,Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,0.0,2000.0,2.7,6,4,0,0,0,0,42.9,0,0,0,1,6,12,2,0,1,5,0,7,4,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
716,Antonino Gallo,ITA,DF,Lecce,Serie A,0.0,2000.0,5.3,9,5,0,0,0,0,36.4,0,0,0,1,1,10,10,0,6,2,1,11,7,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
717,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,0.0,1989.0,6.8,12,7,0,0,0,0,37.5,0,0,0,9,7,19,2,1,3,8,1,8,5,11,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
718,Ismaëlo Ganiou,BFA,DF,Lens,Ligue 1,0.0,2005.0,0.8,1,0,0,0,0,0,0.0,0,0,0,0,1,2,5,0,1,0,0,0,0,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
719,Ben Gannon-Doak,SCO,FW,Bournemouth,Premier League,0.0,2005.0,0.3,1,0,0,0,0,0,0.0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
720,Facundo Garcés,MAS,DF,Alavés,La Liga,0.0,1999.0,6.0,9,5,0,0,0,0,71.4,0,0,0,2,5,14,42,0,6,3,0,7,2,10,8,2025-2026,stats_defense,2025-10-18 04:36:53.576323
721,Aleix García,ESP,MF,Leverkusen,Bundesliga,0.0,1997.0,5.5,3,1,0,0,0,0,50.0,0,0,0,4,5,8,7,1,0,3,0,6,3,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
722,Álvaro García,ESP,"MF,FW",Rayo Vallecano,La Liga,0.0,1992.0,6.4,7,4,0,0,0,0,33.3,0,0,0,5,2,9,7,0,4,2,1,6,4,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
723,Eric García,ESP,DF,Barcelona,La Liga,0.0,2001.0,6.6,14,9,0,0,0,0,75.0,0,0,0,6,8,22,17,0,10,2,2,12,3,8,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
724,Fran Garcia,ESP,"DF,MF",Real Madrid,La Liga,0.0,1999.0,1.3,3,0,0,0,0,0,100.0,0,0,0,2,1,4,0,0,2,1,0,2,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
725,Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,0.0,2004.0,1.0,1,1,0,0,0,0,0.0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
726,Joan García,ESP,GK,Barcelona,La Liga,0.0,2001.0,6.0,1,1,0,0,0,0,100.0,0,0,0,0,1,2,7,1,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
727,Pablo Garcia,ESP,FW,Betis,La Liga,0.0,2006.0,2.0,8,4,0,0,0,0,75.0,0,0,0,3,2,10,0,0,3,3,2,4,1,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
728,Rubén García,ESP,"MF,FW",Osasuna,La Liga,0.0,1993.0,2.7,7,5,0,0,0,0,55.6,0,0,0,0,3,10,3,0,2,4,1,9,4,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
729,Ulisses Garcia,SUI,DF,Marseille,Ligue 1,0.0,1996.0,1.6,3,2,0,0,0,0,100.0,0,0,0,1,0,3,5,0,2,1,0,2,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
730,Víctor García,ESP,"MF,DF",Levante,La Liga,0.0,1997.0,1.0,4,2,0,0,0,0,0.0,0,0,0,0,1,5,0,0,0,3,1,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
731,Alejandro Garnacho,ARG,FW,Chelsea,Premier League,0.0,2004.0,1.0,1,1,0,0,0,0,100.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
732,James Garner,ENG,"MF,DF",Everton,Premier League,0.0,2001.0,7.0,18,13,0,0,0,0,50.0,0,0,0,10,11,29,23,1,10,6,2,20,10,13,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
733,Federico Gatti,ITA,DF,Juventus,Serie A,0.0,1998.0,5.2,4,3,0,0,0,0,0.0,0,0,0,2,4,8,25,2,2,1,1,2,2,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
734,Gavi,ESP,"MF,DF",Barcelona,La Liga,0.0,2004.0,0.7,2,1,0,0,0,0,33.3,0,0,0,0,0,2,1,0,2,0,0,3,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
735,Jusuf Gazibegović,BIH,DF,Köln,Bundesliga,0.0,2000.0,0.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
736,Paulo Gazzaniga,ARG,GK,Girona,La Liga,0.0,1992.0,6.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
737,Jean-Philippe Gbamin,CIV,DF,Metz,Ligue 1,0.0,1995.0,6.2,18,9,0,0,0,0,78.6,0,0,0,7,3,21,20,0,13,5,0,14,3,12,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
738,Yann Gboho,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2001.0,6.2,6,4,0,0,0,0,33.3,0,0,0,3,3,9,0,0,3,3,0,9,6,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
739,David de Gea,ESP,GK,Fiorentina,Serie A,0.0,1990.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
740,Lutsharel Geertruida,NED,"DF,MF",Sunderland,Premier League,0.0,2000.0,0.7,2,2,0,0,0,0,50.0,0,0,0,0,1,3,0,0,2,0,0,4,2,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
741,Tyrique George,ENG,FW,Chelsea,Premier League,0.0,2006.0,1.5,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
742,Yannick Gerhardt,GER,DF,Wolfsburg,Bundesliga,0.0,1994.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
743,Willem Geubbels,FRA,FW,Paris FC,Ligue 1,0.0,2001.0,3.7,0,0,0,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,2,2,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
744,Ismaël Gharbi,TUN,MF,Augsburg,Bundesliga,0.0,2004.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
745,Mourad El Ghezouani,MAR,FW,Elche,La Liga,0.0,1998.0,0.6,4,2,0,0,0,0,100.0,0,0,0,1,0,4,0,0,1,3,0,3,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
746,Rachid Ghezzal,ALG,"FW,MF",Lyon,Ligue 1,0.0,1992.0,0.3,2,1,0,0,0,0,50.0,0,0,0,0,0,2,0,0,2,0,0,4,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
747,Andrea Ghion,ITA,"FW,MF",Sassuolo,Serie A,0.0,2000.0,0.1,1,1,0,0,0,0,100.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
748,Dimitris Giannoulis,GRE,"DF,MF",Augsburg,Bundesliga,0.0,1995.0,2.5,5,3,0,0,0,0,100.0,0,0,0,3,2,7,7,0,2,2,1,3,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
749,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,0.0,2000.0,6.1,2,2,0,0,0,0,50.0,0,0,0,5,2,4,10,2,0,0,2,4,2,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
750,Bryan Gil,ESP,"FW,MF",Girona,La Liga,0.0,2001.0,1.6,4,3,0,0,0,0,25.0,0,0,0,2,2,6,2,1,2,2,0,4,3,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
751,Mario Gila,ESP,DF,Lazio,Serie A,0.0,2000.0,5.9,9,6,0,0,0,0,55.6,0,0,0,6,4,13,22,0,8,1,0,9,4,8,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
752,Billy Gilmour,SCO,MF,Napoli,Serie A,0.0,2001.0,1.3,2,0,0,0,0,0,33.3,0,0,0,1,2,4,3,0,2,0,0,3,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
753,Benedikt Gimber,GER,"DF,MF",Heidenheim,Bundesliga,0.0,1997.0,3.3,6,3,0,0,0,0,60.0,0,0,0,2,0,6,13,0,4,2,0,10,4,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
754,Santiago Giménez,MEX,FW,Milan,Serie A,0.0,2001.0,5.0,4,3,0,0,0,0,0.0,0,0,0,1,1,5,1,0,4,0,0,0,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
755,Gvidas Gineitis,LTU,"MF,FW",Torino,Serie A,0.0,2004.0,1.3,2,0,0,0,0,0,66.7,0,0,0,3,1,3,0,1,2,0,0,3,1,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
756,Matthias Ginter,GER,DF,Freiburg,Bundesliga,0.0,1994.0,6.0,1,0,0,0,0,0,100.0,0,0,0,1,8,9,41,0,1,0,0,1,0,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
757,Giovane,BRA,FW,Hellas Verona,Serie A,0.0,2003.0,5.4,5,4,0,0,0,0,100.0,0,0,0,5,0,5,3,0,0,3,2,2,0,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
758,Olivier Giroud,FRA,FW,Lille,Ligue 1,0.0,1986.0,5.7,3,3,0,0,0,0,0.0,0,0,0,1,2,5,6,0,2,1,0,3,3,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
759,Jamie Gittens,ENG,FW,Chelsea,Premier League,0.0,2004.0,1.8,2,1,0,0,0,0,100.0,0,0,0,1,0,2,1,0,1,1,0,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
760,Robert Glatzel,GER,FW,Hamburger SV,Bundesliga,0.0,1994.0,0.7,0,0,0,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
761,Serge Gnabry,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,4.0,5,3,0,0,0,0,20.0,0,0,0,4,2,7,0,1,1,4,0,5,4,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
762,Wilfried Gnonto,ITA,FW,Leeds United,Premier League,0.0,2003.0,2.1,9,7,0,0,0,0,71.4,0,0,0,2,2,11,0,0,5,4,0,7,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
763,Giorgi Gocholeishvili,GEO,MF,Hamburger SV,Bundesliga,0.0,2001.0,4.6,3,2,0,0,0,0,60.0,0,0,0,2,4,7,10,1,2,0,1,5,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
764,Martial Godo,ENG,"MF,FW",Strasbourg,Ligue 1,0.0,2003.0,1.6,1,0,0,0,0,0,0.0,0,0,0,2,2,3,2,0,0,1,0,2,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
765,Maxima Goffi,FRA,DF,Lille,Ligue 1,0.0,2008.0,0.4,1,1,0,0,0,0,100.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
766,Saba Goglichidze,GEO,DF,Udinese,Serie A,0.0,2004.0,1.7,2,2,0,0,0,0,66.7,0,0,0,0,3,5,11,0,2,0,0,3,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
767,Edoardo Goldaniga,ITA,DF,Como,Serie A,0.0,1993.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
768,Aleksandr Golovin,RUS,"FW,MF",Monaco,Ligue 1,0.0,1996.0,2.7,4,2,0,0,0,0,50.0,0,0,0,4,2,6,2,1,0,3,1,6,3,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
769,Angel Gomes,ENG,MF,Marseille,Ligue 1,0.0,2000.0,5.6,6,3,0,0,0,0,66.7,0,0,0,4,1,7,1,0,0,4,2,3,1,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
770,João Gomes,BRA,MF,Wolves,Premier League,0.0,2001.0,6.7,20,14,0,0,0,0,45.2,0,0,0,8,7,27,15,0,10,10,0,31,17,10,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
771,Rodrigo Gomes,POR,"DF,MF",Wolves,Premier League,0.0,2003.0,1.8,6,5,0,0,0,0,50.0,0,0,0,1,2,8,5,0,1,3,2,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
772,Toti Gomes,POR,DF,Wolves,Premier League,0.0,1999.0,4.3,7,4,0,0,0,0,83.3,0,0,0,0,3,10,17,0,7,0,0,6,1,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
773,Diego Gómez,PAR,MF,Brighton,Premier League,0.0,2003.0,3.5,16,9,0,0,0,0,61.5,0,0,0,6,3,19,4,0,7,5,4,13,5,6,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
774,Joe Gomez,ENG,DF,Liverpool,Premier League,0.0,1997.0,0.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
775,Moi Gómez,ESP,MF,Osasuna,La Liga,0.0,1994.0,4.5,4,3,0,0,0,0,50.0,0,0,0,6,4,8,2,0,2,2,0,2,1,6,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
776,Sergio Gómez,ESP,DF,Real Sociedad,La Liga,0.0,2000.0,5.3,28,17,0,0,0,0,61.9,0,0,0,6,6,34,5,0,17,9,2,21,8,8,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
777,Unai Gómez,ESP,"FW,MF",Athletic Club,La Liga,0.0,2003.0,1.0,3,2,0,0,0,0,66.7,0,0,0,0,0,3,1,1,1,1,1,3,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
778,Valentín Gómez,ARG,DF,Betis,La Liga,0.0,2003.0,3.5,11,6,0,0,0,0,85.7,0,0,0,3,1,12,37,0,7,4,0,7,1,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
779,Rafael Gonçalves,POR,MF,Strasbourg,Ligue 1,0.0,2005.0,2.1,7,5,0,0,0,0,60.0,0,0,0,2,1,8,5,0,3,4,0,5,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
780,Nicolás González,ESP,MF,Manchester City,Premier League,0.0,2002.0,3.9,11,10,0,0,0,0,57.1,0,0,0,2,2,13,12,0,2,8,1,7,3,4,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
781,Nicolás González,ARG,"MF,DF",Juventus,Serie A,0.0,1998.0,0.2,0,0,0,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
782,Nicolás González,ARG,MF,Atlético Madrid,La Liga,0.0,1998.0,4.0,5,2,0,0,0,0,60.0,0,0,0,4,3,8,6,1,3,0,2,5,2,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
783,Urko González,ESP,MF,Espanyol,La Liga,0.0,2001.0,3.6,6,5,0,0,0,0,45.5,0,0,0,6,3,9,11,0,3,3,0,11,6,7,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
784,Urko González,ESP,MF,Real Sociedad,La Liga,0.0,2001.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
785,Anthony Gordon,ENG,FW,Newcastle Utd,Premier League,0.0,2001.0,3.0,4,3,0,0,0,0,33.3,0,0,0,1,0,4,1,0,2,2,0,6,4,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
786,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,3.4,7,5,0,0,0,0,57.1,0,0,0,2,5,12,5,0,2,3,2,7,3,4,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
787,Andoni Gorosabel,ESP,DF,Athletic Club,La Liga,0.0,1996.0,0.8,2,1,0,0,0,0,33.3,0,0,0,1,0,2,0,1,2,0,0,6,4,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
788,Jon Gorrotxategi,ESP,MF,Real Sociedad,La Liga,0.0,2002.0,5.7,14,8,0,0,0,0,46.2,0,0,0,5,9,23,9,2,5,9,0,13,7,7,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
789,Alimami Gory,MLI,"FW,MF",Paris FC,Ligue 1,0.0,1996.0,1.5,2,2,0,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
790,Robin Gosens,GER,DF,Fiorentina,Serie A,0.0,1994.0,5.8,9,4,0,0,0,0,28.6,0,0,0,10,5,14,11,0,2,4,3,7,5,13,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
791,Mikel Goti,ESP,MF,Real Sociedad,La Liga,0.0,2002.0,0.6,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
792,Mario Götze,GER,"MF,FW",Eint Frankfurt,Bundesliga,0.0,1992.0,0.7,2,1,0,0,0,0,100.0,0,0,0,0,1,3,0,0,1,1,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
793,Amine Gouiri,ALG,"FW,MF",Marseille,Ligue 1,0.0,2000.0,4.2,3,2,0,0,0,0,0.0,0,0,0,0,1,4,0,1,0,2,1,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
794,Tiago Gouveia,POR,DF,Nice,Ligue 1,0.0,2001.0,0.9,2,2,0,0,0,0,0.0,0,0,0,0,0,2,1,0,1,0,1,2,2,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
795,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,0.0,1991.0,3.7,5,5,0,0,0,0,42.9,0,0,0,3,5,10,31,0,5,0,0,7,4,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
796,Kamil Grabara,POL,GK,Wolfsburg,Bundesliga,0.0,1999.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
797,Jonathan Gradit,FRA,DF,Lens,Ligue 1,0.0,1992.0,4.0,11,8,0,0,0,0,62.5,0,0,0,1,10,21,24,1,9,2,0,8,3,6,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
798,Alberto Grassi,ITA,MF,Cremonese,Serie A,0.0,1995.0,4.1,6,4,0,0,0,0,50.0,0,0,0,3,6,12,11,1,3,3,0,4,2,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
799,Ryan Gravenberch,NED,"MF,DF",Liverpool,Premier League,0.0,2002.0,6.0,10,5,0,0,0,0,57.1,0,0,0,2,8,18,11,0,8,2,0,7,3,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
800,Archie Gray,ENG,MF,Tottenham,Premier League,0.0,2006.0,0.8,1,1,0,0,0,0,50.0,0,0,0,1,0,1,2,0,1,0,0,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
801,Jack Grealish,ENG,FW,Everton,Premier League,0.0,1995.0,6.2,11,9,0,0,0,0,71.4,0,0,0,3,4,15,5,0,2,5,4,7,2,7,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
802,Mason Greenwood,ENG,"FW,MF",Marseille,Ligue 1,0.0,2001.0,5.8,1,1,0,0,0,0,12.5,0,0,0,1,2,3,1,0,0,1,0,8,7,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
803,Dominik Greif,SVK,GK,Lyon,Ligue 1,0.0,1997.0,3.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
804,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,La Liga,0.0,1991.0,3.5,4,1,0,0,0,0,33.3,0,0,0,3,1,5,4,1,1,1,2,3,2,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
805,Vincenzo Grifo,ITA,FW,Freiburg,Bundesliga,0.0,1993.0,4.6,2,0,0,0,0,0,20.0,0,0,0,4,2,4,5,1,0,1,1,5,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
806,Álex Grimaldo,ESP,DF,Leverkusen,Bundesliga,0.0,1995.0,5.5,12,6,0,0,0,0,66.7,0,0,0,5,2,14,11,0,5,6,1,12,4,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
807,Pascal Groß,GER,MF,Dortmund,Bundesliga,0.0,1991.0,2.0,3,1,0,0,0,0,33.3,0,0,0,5,0,3,0,0,1,2,0,3,2,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
808,Brajan Gruda,GER,"MF,FW",Brighton,Premier League,0.0,2004.0,2.5,5,1,0,0,0,0,50.0,0,0,0,1,0,5,2,0,2,3,0,4,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
809,Ilia Gruev,BUL,MF,Leeds United,Premier League,0.0,2000.0,2.2,5,4,0,0,0,0,33.3,0,0,0,1,3,8,2,0,3,2,0,6,4,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
810,Marco Grüll,AUT,FW,Werder Bremen,Bundesliga,0.0,1998.0,4.3,6,2,0,0,0,0,55.6,0,0,0,3,1,7,2,0,0,5,1,9,4,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
811,Albert Grønbaek,DEN,FW,Genoa,Serie A,0.0,2001.0,0.7,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
812,Nemanja Gudelj,SRB,MF,Sevilla,La Liga,0.0,1991.0,4.9,9,8,0,0,0,0,77.8,0,0,0,3,3,12,11,0,1,6,2,9,2,7,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
813,Gabriel Gudmundsson,SWE,DF,Leeds United,Premier League,0.0,1999.0,6.7,15,9,0,0,0,0,64.3,0,0,0,5,6,21,27,1,9,4,2,14,5,8,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
814,Gonçalo Guedes,POR,"MF,FW",Real Sociedad,La Liga,0.0,1996.0,3.0,2,2,0,0,0,0,12.5,0,0,0,5,1,3,1,0,2,0,0,8,7,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
815,Marc Guéhi,ENG,DF,Crystal Palace,Premier League,0.0,2000.0,7.0,15,11,0,0,0,0,55.6,0,0,0,0,8,23,36,0,14,1,0,9,4,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
816,Mattéo Guendouzi,FRA,MF,Lazio,Serie A,0.0,1999.0,3.9,6,2,0,0,0,0,62.5,0,0,0,2,2,8,0,1,1,3,2,8,3,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
817,Javier Guerra,ESP,MF,Valencia,La Liga,0.0,2003.0,5.3,7,2,0,0,0,0,50.0,0,0,0,2,7,14,8,0,4,3,0,6,3,4,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
